venture_id,company_name,country,sector,funding_stage,team_size,total_capital_raised,last_valuation,revenue_ttm,revenue_growth_pct,gross_margin_pct,burn_rate_monthly,patent_count,founder_background_score,local_employees,local_patents_filed,national_strategy_alignment,competitive_intensity,regulatory_moat,investment_outcome,time_to_outcome_months,is_pre_revenue,is_esg_missing,political_stability_norm,rule_of_law_norm,ip_protection_score,company_age,months_since_funding,capital_efficiency,valuation_multiple,runway_months,bilateral_composite,sanctions_exposure,country_risk_composite,tech_transfer_proxy,employment_impact,esg_composite,esg_risk_flag,bilateral_x_techtransfer,funding_stage_num,stability_x_stage,esg_x_competition,region,outcome_binary,outcome_numeric,founding_year,last_funding_date
V0794,SolarisShield,Singapore,Defense & Aerospace,Series B,74,39853225.9529739,237941284.707971,10836198.1305281,-11.8227824570776,40.6726243939411,205670.703813471,20,2,0,8,3,7,78.0570916254576,Still Active,,0,0,79.6454886731785,90.2151669286078,94.3548730246858,5,25.7,0.271902659606895,21.9580042595966,48.4430028366095,31.4390475411021,0,88.1332416886791,54.5848439197503,0.0,48.5993764694621,0,17.1609550301667,3,39.8227443365892,101.059562330337,Southeast Asia,0,0,2021,2024-02-01
V0795,Aether.energy,Mexico,Energy & Clean Tech,Seed,4,100000.0,582611.378793104,0.0,102.781142680718,7.80277959172124,210.331783683509,5,2,0,0,2,31,49.8374538546572,Write-off,48.0,1,0,37.9385678264113,41.9531242547096,51.0393918906449,4,0.1,0.0,,118.859829751731,11.679786739633,0,49.7680816034043,25.5196959453224,0.0,48.5703440533221,0,2.98064606301644,1,6.32309463773522,168.331985196933,Americas,0,1,2022,2026-03-10
V0796,DriftCommerce Inc,United Arab Emirates,Digital Economy,Series C,129,255233006.594263,1450045410.70814,30945303.1854066,16.3453956160777,82.3022776340636,1573086.07985894,4,5,107,10,4,110,25.2118773445803,Partial Return,21.0,0,0,74.2654293734055,70.2444424678967,75.6256328110461,16,79.5,0.121243343869703,46.858335884457,40.5624666479074,22.9144911865413,0,79.4204628314044,47.0720756647823,41.922477593227,54.3541768959392,0,10.7863266295286,4,49.510286248937,255.982637658898,MENA,0,2,2010,2019-09-01
V0797,Apex.hub,Mexico,Digital Economy,Series A,87,7194314.0516011,36754935.9477179,1960075.47589617,118.844014160421,68.7567440491916,22971.4024110368,3,4,22,0,3,35,4.74004895086031,Still Active,,0,0,38.3500076590166,38.085866584858,52.466685814957,1,2.0,0.272447861163352,18.7517962444344,78.2964174636604,10.3893054920831,0,47.8598845955878,26.2333429074785,305.797048088328,63.7115129851111,0,2.72546213544366,2,12.7833358863388,228.311413379838,Americas,0,0,2025,2026-01-11
V0798,TeraMove,Turkey,Logistics & Mobility,Seed,3,135289.432093693,1061393.34445849,588771.737065809,-2.68683408728196,32.162150164147,368.545017859834,0,1,0,0,2,46,35.3614215870801,Still Active,,0,0,32.3341036340947,33.6193813221592,57.3374290373424,11,83.8,4.35194181802802,1.80272468537303,91.7726638114176,21.2393308921929,0,42.7066029320445,28.6687145186712,0.0,65.1384185865105,0,6.08904313915873,1,5.38901727234913,250.792526100039,MENA,0,0,2015,2019-04-24
V0799,Quantum Works,South Korea,Advanced Manufacturing,Series A,59,3271318.98772598,20041182.2272872,0.0,36.3059026980609,34.4596663120715,13426.0186952987,28,1,0,1,2,24,26.4909509713933,Still Active,,1,0,63.0326499542319,74.1166602721864,91.3630724657412,10,74.6,0.0,,60.9137947363257,30.4609564619573,12,69.0916733567277,46.6074621587965,0.0,47.5796512120657,0,14.1970787562142,2,21.0108833180773,153.152989042179,East Asia,0,0,2016,2020-01-25
V0800,Lunar Commerce,Australia,Digital Economy,Series C,365,57162108.8487598,388716204.740844,5348802.76831383,28.0887666145918,58.5411333358227,359016.030901274,4,4,44,0,2,72,20.596935962028,Write-off,34.0,0,0,73.6530181901165,91.5940469083981,92.0907405708904,9,46.5,0.0935725234082205,72.6734975242662,39.804705033129,25.8875953107709,0,78.9607136858508,46.0453702854452,76.9740670632283,59.1815088745288,0,11.920039118842,4,49.1020121267443,253.915863492129,Oceania,0,1,2017,2022-05-19
V0801,Catalyst Learn,United States,Edtech,Pre-IPO,311,1026383150.95671,3218090871.13,63688924.6883572,19.6522955308348,68.7595803615424,6814607.98436864,1,1,11,0,2,39,1.30952138898442,Successful Exit,36.0,0,0,69.2115836721501,80.4695262222624,98.5033296162083,15,26.2,0.0620518026128852,50.5282651085219,37.6537855629785,40.9711040865206,0,76.8133919596603,49.2516648081041,1.07172452994251,61.2553264871739,0,20.1789508528726,6,69.2115836721501,225.963515333577,Americas,1,3,2011,2024-01-16
V0802,Echo Ledger,Singapore,Fintech,Series C,472,173134674.296208,480352199.632624,44943091.6078109,66.0589132567743,68.6396788588076,820175.433548993,1,2,0,0,3,149,64.705946550792,Successful Exit,21.0,0,0,85.2455401608869,83.8162910610841,93.9001218184737,12,43.0,0.259584579406201,10.688009712913,52.7736710995581,34.6099731766842,0,87.6294099885126,46.9500609092368,0.0,56.5001014351471,0,16.2494034871238,4,56.8303601072579,283.101402370966,Southeast Asia,1,3,2014,2022-09-01
V0803,Axiom.route,China,Logistics & Mobility,Series D,140,388440382.394934,1032049893.03546,36100000.0,-0.556463517922132,38.752242599996,2503190.59550088,2,5,16,0,1,57,34.545576933015,Still Active,,0,0,41.3792374960427,45.0537682392486,66.7741495055889,1,2.4,0.0929357544584446,28.5886396962731,38.7945271819392,35.7156253905866,0,49.4499464174612,33.3870747527944,4.11903620868452,55.0746284927541,0,11.9244025475832,5,34.4826979133689,223.627390321844,East Asia,0,0,2025,2026-01-01
V0804,VanguardLogistics,Israel,Logistics & Mobility,Seed,17,132154.525823164,437382.969205179,76866.6135149909,61.8837208474198,33.5935418960978,519.80845950134,3,2,0,0,2,24,42.0418245850042,Write-off,51.0,0,0,53.2147295884588,65.1458545211701,93.2636330438859,9,8.7,0.581641930431091,5.69015531196621,63.5592415858055,0.0,0,64.6810166322309,46.6318165219429,0.0,66.2873027054516,0,0.0,1,8.86912159807647,213.370596174298,MENA,0,1,2017,2025-06-25
V0805,EchoCompute,Germany,Deeptech / AI,Seed,9,100000.0,616854.339639928,0.0,-5.69014484287046,54.2118642418347,181.499175190551,15,4,0,3,6,18,14.0101130823008,Still Active,,1,0,80.5824833533385,86.5146148025036,96.7530940072128,12,27.8,0.0,,120.0,37.6151292580358,16,83.7632293989878,51.1543247813842,0.0,52.3889234589485,0,19.2417653875931,1,13.430413892223,154.255988309095,Europe,0,0,2014,2023-12-01
V0806,ForgeAcademy Inc,France,Edtech,Series B,47,39880803.0389695,208062921.454661,646493.690535546,59.748789766096,61.156139249817,121434.044110208,3,1,9,0,3,91,20.1645449436244,Still Active,,0,0,64.2464700335958,71.5754386345859,94.7529029224262,12,72.4,0.016210648765117,321.832872463619,82.1038353189809,28.7663186283529,0,76.893532170268,47.3764514612131,22.5672486865564,52.1816087300875,0,13.6284609821395,3,32.1232350167979,235.954202287752,Europe,0,0,2014,2020-04-01
V0807,ForgeMarket Inc,Saudi Arabia,Digital Economy,Series A,18,2467067.3593652,16374881.8279375,78819.8612166913,34.1242327743845,77.318411914057,7834.92208988875,2,3,0,6,2,86,10.4299942499789,Write-off,40.0,0,0,53.4139535434276,52.6698766455102,68.4963700651543,4,37.5,0.0319488079307945,207.750706169346,78.7202262849888,35.7563312873091,0,64.0462164553298,39.8037405881327,0.0,48.9889604584948,0,14.2323573494338,2,17.8046511811425,218.78019623604,MENA,0,1,2022,2023-02-13
V0808,Quantum Digital,Canada,Digital Economy,Series C,213,164058561.953494,583148923.191967,17261111.9564607,27.9339256055161,83.9133635712767,915480.334799752,6,3,6,0,4,122,24.3151864371283,Still Active,,0,0,81.4363010512135,92.3188828249253,92.4490148922222,3,16.1,0.105213112628365,33.7839720096188,44.8012250283288,23.0624197014339,0,81.1861769252323,46.2245074461111,3.65723064286082,62.1278641009263,0,10.6604899121427,4,54.2908673674757,298.970735659181,Americas,0,0,2023,2024-11-16
V0809,Meridian Labs,China,Deeptech / AI,Series B,120,18836972.0984615,85111029.4513567,167732.581979446,35.6934115438244,53.8730829202804,43096.8860937306,34,3,1,0,4,47,48.7417733694939,Partial Return,63.0,0,0,38.7771593864322,41.0741559277533,67.8086517238703,9,85.9,0.0089044343805736,507.420970016344,109.271073886251,25.7985674689979,96,50.8799956846916,33.9043258619351,5.30870882418343,47.6911520770808,0,8.74683038240027,3,19.3885796932161,184.622036132157,East Asia,0,2,2017,2019-02-21
V0810,AetherVolt Inc,China,Energy & Clean Tech,Pre-IPO,462,611153387.4593,4514429044.64761,173190895.224579,16.1628693834929,41.5369571714468,1553055.8986023,6,2,70,0,3,28,61.753052775476,Partial Return,54.0,0,0,38.6010224502142,45.0841862422309,64.2472442865626,15,27.8,0.283383678759553,26.066203069126,98.3791678086596,37.2104512285882,0,48.6506406126341,32.1236221432813,11.4537530898757,43.3720376538013,0,11.9533447504816,6,38.6010224502142,146.046481529661,East Asia,0,2,2011,2023-12-01
V0811,QuantumCarbon,Brazil,Climate & Sustainability,Series A,10,4722631.39698201,36111270.4077342,0.0,53.7491861868821,24.1197562680771,22375.8970614388,15,1,0,0,4,43,25.5461371486097,Write-off,53.0,1,0,42.2005989044006,47.4126683963375,57.1901307767853,10,96.0,0.0,,52.7647158012794,30.0050022487495,0,50.1026217930366,28.5950653883926,0.0,58.7289676868048,0,8.57995001281862,2,14.0668663014668,222.241550731127,Americas,0,1,2016,2018-04-25
V0812,ForgePlatform Inc,United States,Digital Economy,Series A,42,18421961.286652,139445226.671569,305397.217199376,21.1327185595574,78.946558993102,42734.1398099399,0,1,0,0,4,33,8.17112168720109,Still Active,,0,0,65.8437695062083,76.5037696255098,98.1613714137322,14,23.7,0.0165778883392105,456.602807158304,107.770750555549,47.5353215330833,0,77.5041460163714,49.0806857068661,0.0,52.6556146389053,0,23.3306617614008,2,21.9479231687361,185.682680862036,Americas,0,0,2012,2024-04-01
V0813,VertexLedger,Singapore,Fintech,Series B,85,15000000.0,105010166.146562,707749.562381276,42.1224993845302,76.1404341795206,62163.751548507,1,3,6,1,3,77,71.597991957155,Partial Return,22.0,0,0,78.0095355785785,94.3762638916528,94.428617900926,12,19.6,0.0471833041587517,148.371926636377,60.3245445550987,32.5129747225983,0,88.1364563523548,48.1402348763889,40.0,48.4820562371698,0,15.6518223967597,3,39.0047677892892,211.222202344539,Southeast Asia,0,2,2014,2024-08-01
V0814,CoreCommerce,Brazil,Digital Economy,Seed,10,111234.097989805,699139.379354833,22840.1417298279,32.336769485239,66.640233588572,204.893165035524,0,3,0,1,1,119,11.8190841466273,Write-off,20.0,0,0,42.4556278427668,44.7886709163242,57.7929378135154,7,17.0,0.205333995084143,30.6101156299654,120.0,18.1295796314848,0,50.8404242501574,29.8223948326836,0.0,47.7256894780638,0,5.40667481920721,1,7.07593797379447,228.48634429481,Americas,0,1,2019,2024-10-20
V0815,StratosHub,United Arab Emirates,Digital Economy,Series B,271,51562434.114809,388019094.458239,1441009.59321251,60.3640800513453,72.2073007838165,258382.923769676,1,1,1044,9,1,68,10.8042066875961,Partial Return,35.0,0,0,66.5919264707425,66.1141504534805,77.2308717146888,10,17.6,0.0279468884266394,269.268918323582,49.8895528413208,42.0647042328271,0,74.304625552537,46.9487691906777,1000.0,62.3058906783315,0,19.7488609010112,3,33.2959632353712,263.809776995849,MENA,0,2,2016,2024-10-01
V0816,Meridian Crop,Singapore,Agritech & Food,Series A,8,30000000.0,192839962.652385,0.0,62.2965424288028,37.8673762828472,186256.001418058,1,3,1,0,3,11,29.5799064323752,Write-off,50.0,1,0,87.1242986917306,87.7682751019043,94.628309944385,6,28.1,0.0,,40.2671588721909,39.3146156447243,0,87.2055274252088,47.3141549721925,3.33333333333333,43.1280738317897,0,18.6013781728667,2,29.0414328972435,107.169237457162,Southeast Asia,0,1,2020,2023-11-20
V0817,EchoRoute Inc,Nigeria,Logistics & Mobility,Series A,5,3633306.28512538,28145949.8373814,0.0,18.4102888099183,28.9580899475967,21949.3705587725,0,1,0,0,0,16,21.0906914694081,Still Active,,1,0,19.8055811286066,28.4397114131666,19.6641701057257,9,72.4,0.0,,41.3828072586033,3.69874597472718,0,35.9092273296754,9.83208505286285,0.0,54.6335249217827,0,0.363663850124517,2,6.60186037620222,154.788431841222,Africa,0,0,2017,2020-04-01
V0818,Helix AI,United Kingdom,Deeptech / AI,Series A,16,3250760.46549109,8570096.27757814,216302.502755842,156.275026651385,61.6879733617598,6614.50463433239,41,1,0,1,4,76,40.3980876596235,Still Active,,0,0,71.9262602627696,93.3461950177691,95.916270385288,1,14.0,0.066539046802135,39.6208835699506,120.0,37.1166486365814,0,82.219820359179,48.8840611185699,0.0,68.0125555251412,0,18.1441252046713,2,23.9754200875898,295.433307444233,Europe,0,0,2025,2025-01-16
V0819,Titan Solar,India,Energy & Clean Tech,Seed,21,100000.0,784535.29446663,0.0,179.531112317516,33.9525481736052,462.16866471708,12,3,0,0,4,49,51.3186314855564,Write-off,71.0,1,0,44.8735804539644,46.1396334737178,62.269781648977,2,-8.1,0.0,,54.0928061734862,55.2388539170214,0,54.1744397874585,31.1348908244885,0.0,62.9039275725988,0,17.1985568597633,1,7.47893007566074,246.081611795792,South Asia,0,1,2024,2026-11-11
V0820,MeridianPharma Inc,Singapore,Healthtech & Biotech,Series B,26,65552469.0671141,364247076.343183,2397993.8692926,101.086815870848,75.2152295369398,143289.065852211,10,2,0,7,2,35,65.6394621422534,Partial Return,64.0,0,0,90.1497487011,89.4310007105465,94.2382359705368,6,1.5,0.0365812898189614,151.896583643324,114.371024539173,33.7201739439374,0,88.1457061926501,53.6005994667499,0.0,59.9001948520401,0,18.0742153751812,3,45.07487435055,214.653482669497,Southeast Asia,0,2,2020,2026-01-26
V0821,CryoUrban,Germany,Infrastructure,Series A,13,2692736.5427347,8387571.76131071,100000.0,46.2841876422882,27.8506404629294,5208.52790190264,0,3,1,0,3,16,56.8150763294046,Still Active,,0,0,73.2960095719904,90.6178932083859,97.0812907622159,8,13.2,0.0371369416996292,83.8757176131071,120.0,36.715817600521,4,82.0692076534519,48.5406453811079,37.1369416996292,68.8119366970153,0,17.8220948202433,2,24.4320031906634,194.958897280335,Europe,0,0,2018,2025-02-09
V0822,Nova.grid,United States,Energy & Clean Tech,Seed,26,100000.0,368201.198355512,368201.198355512,29.8888355563841,29.1015652654256,471.859179016918,5,3,0,2,4,40,42.1953715071767,Write-off,56.0,0,0,72.8161970150281,76.3840595760653,98.6128997098236,8,-3.9,3.68201198355512,1.0,52.9819088230635,33.3678127201402,0,77.3354824073868,51.1583017067636,0.0,55.5267181492891,0,17.0704063043172,1,12.136032835838,206.202469474963,Americas,0,1,2018,2026-07-07
V0823,AtlasHealth,France,Healthtech & Biotech,Series A,44,2000000.0,14373752.123064,127170.901560463,92.2599665265681,41.2502921005362,9057.9193721587,10,5,2,0,1,32,61.5233093554297,Partial Return,81.0,0,0,71.9246363517968,76.8399185284688,93.7555323283784,7,59.9,0.0635854507802316,113.027052153358,55.2003147143093,32.2055282620684,0,76.7294103692809,46.8777661641892,100.0,59.4260735320205,0,15.0972322306343,2,23.9748787839322,207.783715452972,Europe,0,2,2019,2021-04-10
V0824,Nimbus.logic,United States,Deeptech / AI,Series A,41,10931700.9932575,57759208.1821445,139130.406043994,104.321124440024,71.2448948110827,23348.4034043555,62,2,1,1,3,63,43.607599576924,Still Active,,0,0,70.8750805131892,83.1310720891058,98.4395686794061,4,40.7,0.012727242185805,415.144394560888,117.049769998601,36.2538122630986,0,78.2609892968758,50.1457102656289,9.14770721058672,46.013701867175,0,18.1797316576984,2,23.6250268377297,191.365606298149,Americas,0,0,2022,2022-11-07
V0825,Tera Move,Mexico,Logistics & Mobility,Series A,56,13613964.4897296,106806356.398083,1678862.64092689,67.8690897824889,18.9392738990017,47185.404988786,1,2,2,2,2,29,35.1786407235617,Still Active,,0,0,37.007688422462,38.376071051899,49.8401617078417,7,-6.9,0.123319158221209,63.6182816833159,72.130166589463,11.9553556770257,0,48.872890453206,26.7719327057727,14.690797831218,66.1299489223022,0,3.20067977658911,2,12.3358961408206,224.921009123986,Americas,0,0,2019,2026-10-05
V0826,Proto.hub,Israel,Digital Economy,Seed,8,229986.309813631,723633.778432503,0.0,-46.224417945405,65.8500550336792,747.439017903496,5,1,0,0,2,133,0.0,Write-off,33.0,1,0,53.5647415369237,68.5146574140217,93.0848250624804,3,16.9,0.0,,76.924773896178,0.0,4,66.9619677382024,46.5424125312402,0.0,48.198772066313,0,0.0,1,8.92745692282063,236.06986413515,MENA,0,1,2023,2024-10-21
V0827,ZenithMed,Vietnam,Healthtech & Biotech,Series B,44,15000000.0,71531535.7717606,193097.953407026,15.4723856702872,52.8078274699025,50684.7922651172,10,3,0,0,3,32,47.0676824665616,Successful Exit,72.0,0,0,53.6164532662584,41.9894883704779,43.3301410118584,1,4.2,0.0128731968938017,370.441708519723,73.9866897428493,13.6377261499225,0,55.9702900181022,21.6650705059292,0.0,54.550908916975,0,2.95462298578627,3,26.8082266331292,190.737665513072,Southeast Asia,1,3,2025,2025-11-08
V0828,EchoHealth Inc,United Kingdom,Healthtech & Biotech,Series B,116,45127651.8987341,195191056.246513,8320694.2078127,50.5626161401015,41.685674090145,150393.302481623,19,4,4,2,3,36,58.5530838663493,Still Active,,0,0,72.9043561119985,81.0516836421362,96.6772478113496,8,90.2,0.184381279719233,23.4585061500324,75.0160598146454,36.7196785519899,0,81.5430767813325,50.1904757575266,8.86374502483742,55.8770875184842,0,18.4297813618782,3,36.4521780559992,201.767576226883,Europe,0,0,2018,2018-10-16
V0829,Quantum.academy,United Kingdom,Edtech,Series B,20,15000000.0,80081173.475356,1320419.58048838,23.495667153711,88.2070787609511,86849.218160807,4,3,1,3,3,30,20.3040371399499,Successful Exit,36.0,0,0,81.6517953942058,77.5978177079657,96.2981766420404,6,54.2,0.0880279720325588,60.6482777586018,43.1782816174191,30.234878259742,0,83.811393130196,50.926866098798,6.66666666666666,55.5017930968287,0,15.3976759664734,3,40.8258976971029,190.592447320492,Europe,1,3,2020,2021-09-28
V0830,Drift.neural,Japan,Deeptech / AI,Series C,21,151307414.256875,905409647.203493,5814462.08540736,2.69979512945587,53.5621678367792,519696.947200033,28,2,0,1,3,59,35.953820723249,Write-off,50.0,0,0,75.3144432382643,81.9134979910209,95.3171116691562,13,-8.9,0.0384281372724811,155.716837414042,72.786368609664,37.1300373583261,0,74.670106941111,48.584481760504,0.0,64.8879058369167,0,18.0394362280242,4,50.2096288255095,265.673444417359,East Asia,0,1,2013,2026-12-05
V0831,PulseCapital Inc,India,Fintech,Series A,21,6350614.03098614,38986178.7310951,42464.2231504754,49.6937744073007,63.1427678673511,21076.6650216108,0,3,0,3,1,143,65.9846069060284,Still Active,,0,0,47.536989809783,43.5092449454061,61.8322537319216,10,-3.4,0.0066866326536745,918.094712175574,75.3275485528019,59.3766692629551,0,53.7663921669233,33.6939046437386,0.0,52.9520496044245,0,20.0063183220881,2,15.8456632699276,263.161800363877,South Asia,0,0,2016,2026-06-24
V0832,Stratos.neural,United States,Deeptech / AI,Series B,128,36657487.127443,91904988.1751234,338032.822678944,-41.165959527752,54.8594840561025,66524.2643760915,15,2,2,0,5,42,26.6738654158612,Write-off,56.0,0,0,72.8241903515505,78.4690674477917,98.5010355928051,7,20.8,0.0092213855658939,271.881846995706,120.0,44.6676042104548,0,79.0494697747131,49.2505177964025,5.45591134778775,49.8465301426573,0,21.9990263608967,3,36.4120951757752,187.482774939485,Americas,0,1,2019,2024-06-28
V0833,PulseFi Inc,United Kingdom,Fintech,Series C,149,201395646.047679,602028457.306862,6800000.0,17.9338882474322,67.7895090254241,1131582.54657177,3,3,3,1,4,98,65.9089687183294,Partial Return,32.0,0,0,68.7462207505625,84.5879254506393,96.4246919685542,10,53.3,0.033764384352133,88.5335966627739,44.4942453950496,31.824583057692,4,81.8149914831798,49.138271910203,1.48960519200587,53.8341709550678,0,15.6380501571771,4,45.8308138337083,247.374467571171,Europe,0,2,2016,2021-10-25
V0834,SynCapital,Indonesia,Fintech,Series A,60,5355170.58778747,14420676.9282605,227198.629218745,42.9590682716287,88.6471951372059,26594.0965814884,0,3,10,0,3,118,63.0980107032631,Partial Return,36.0,0,0,42.5015022402216,43.5558103606839,60.9469999862842,2,-4.5,0.042426030225232,63.4716722448902,50.341723128086,22.6350240366755,0,50.7239157599179,30.4734999931421,186.735414606681,56.2445482353456,0,6.89768404826404,2,14.1671674134072,268.799641830985,Southeast Asia,0,2,2024,2026-07-26
V0835,OrionAgri Inc,Singapore,Agritech & Food,Series C,24,50000000.0,362764765.259526,14621406.7937379,36.2079386053246,38.6752966397562,168691.765355362,4,5,0,3,4,19,27.9439489267774,Still Active,,0,0,84.8377951559527,90.500239781126,94.2650314363223,11,58.7,0.292428135874759,24.8105240745295,74.0996454312263,31.8022262643356,0,88.8435868973733,49.9102934959389,0.0,65.7657843656442,0,15.8725844667725,4,56.5585301039684,197.016682719753,Southeast Asia,0,0,2015,2021-05-17
V0836,Nova AI,United States,Deeptech / AI,Series A,39,8269600.8997591,34923412.6917893,223959.25547516,81.9048460371853,62.3299142329096,32465.349791287,15,3,1,3,4,27,37.9315586289413,Successful Exit,32.0,0,0,69.0379465605023,81.9166608395424,98.4164730039619,7,44.5,0.0270822326482145,155.936456467023,63.6802079210808,35.7500302689452,0,77.3217918638643,51.9860142797587,12.092481996672,45.2937127732397,0,18.5850158406319,2,23.0126488535007,150.927913985569,Americas,1,3,2019,2022-07-16
V0837,CoreHub Inc,South Korea,Digital Economy,Series A,51,5827429.27212085,26333272.5328387,88234.2629461072,75.1083926363191,92.0,32849.4082017995,0,3,0,0,3,121,4.34896633086818,Write-off,29.0,0,0,68.7982011220412,67.2944231666927,90.9772610765612,5,11.5,0.0151411984300231,298.447243208944,44.3495757695386,33.3500606194232,4,72.2876798271749,45.4886305382806,0.0,77.3744686068574,0,15.170485859462,2,22.932733707347,371.708575512395,East Asia,0,1,2021,2025-04-01
V0838,SolarisPharma,Saudi Arabia,Healthtech & Biotech,Series C,41,85022639.4258541,423161236.252949,25948126.83971,47.9449766592019,60.0583485285761,288036.105572675,10,3,76,3,3,47,59.8213602985773,Write-off,61.0,0,0,55.4988293135746,53.9575823659295,73.0457226449853,4,32.3,0.305190794063017,16.3079685430456,73.7951230600165,31.3181022948495,0,65.0488099451629,39.3006391002704,89.3879565645306,54.0240402755953,0,12.3082143559523,4,36.999219542383,209.137919328213,MENA,0,1,2022,2023-07-19
V0839,VertexRoute,United States,Logistics & Mobility,Seed,24,100000.0,717117.418489466,0.0,69.9212503320231,44.1310684771475,403.351451493412,1,4,0,1,1,35,49.9667440691242,Successful Exit,55.0,1,0,74.3127753509741,72.5705890067017,98.6415820526874,8,71.8,0.0,,61.980686836349,45.0733379266619,0,78.445452450853,50.2467169522696,0.0,60.1282734386387,0,22.6478725289498,1,12.3854625584956,215.470806604029,Americas,1,3,2018,2020-04-18
V0840,Helix.defense,India,Defense & Aerospace,Series A,27,18476639.2475281,47631195.0318808,4027126.80880881,1.77647781750336,33.8522641631099,32622.3441213296,25,3,0,1,1,1,69.7581390362014,Write-off,69.0,0,0,43.2319547604672,47.6120472029843,62.4070223570653,2,22.0,0.217957754917337,11.8275875812238,120.0,47.814525464347,0,52.7690154943902,32.1294371044586,0.0,53.3352415471351,0,15.3625378858627,2,14.4106515868224,36.9691723028803,South Asia,0,1,2024,2024-05-23
V0841,Tera.volt,India,Energy & Clean Tech,Seed,142,338168.827122598,1066043.58277936,0.0,82.6516707784006,55.0169975735342,2116.34600186465,7,2,5,2,5,34,36.7647639753419,Write-off,57.0,1,0,43.4304766844965,46.2234833241374,65.0680766877421,6,34.4,0.0,,39.9472518700447,50.8721777962096,8,52.5874349993432,34.3858901957229,1000.0,47.1888973604307,0,17.4928511971775,1,7.23841278074942,167.77295475423,South Asia,0,1,2020,2023-05-15
V0842,TeraForge,Singapore,Advanced Manufacturing,Series A,5,9480673.59323758,59428627.5383719,978278.803208419,24.979976525213,31.0417367089032,33399.2084625499,11,1,0,1,4,28,28.328959608263,Still Active,,0,0,84.8246450418,86.6247672588121,94.7176517235173,7,32.4,0.103186634745679,60.7481500605618,70.9648074734175,35.6812861627428,0,87.4909006111086,48.2847517876846,0.0,54.319616731182,0,17.2286204583338,2,28.2748816806,182.910218905372,Southeast Asia,0,0,2019,2023-07-14
V0843,Quantum.ledger,United States,Fintech,Seed,36,100000.0,780140.887489178,0.0,-1.41322325126634,86.2075583909179,314.883388131309,0,4,0,1,2,92,54.0908167645138,Write-off,44.0,1,0,68.1293687302686,78.8968715613139,98.2789780763552,14,-3.7,0.0,,79.3944709130693,42.3934341054257,4,77.5665688309085,50.0654149641035,0.0,54.5337187092517,0,21.2244487024152,1,11.3548947883781,247.179505781316,Americas,0,1,2012,2026-07-01
V0844,CipherEco,Australia,Climate & Sustainability,Series B,44,15000000.0,90529879.7570031,839623.544428288,54.475411965868,49.7759159883564,70683.8761639282,20,4,0,2,5,37,16.2055148758882,Partial Return,44.0,0,0,75.1901400711483,85.7353307486089,91.1785708601786,7,37.5,0.0559749029618859,107.82198802994,53.0531176771219,30.590138543544,0,82.2361608158196,47.4411372819411,0.0,58.9057349342193,0,14.5123096211787,3,37.5950700355741,214.274686125227,Oceania,0,2,2019,2023-02-13
V0845,Cascade.pay,China,Fintech,Series C,33,231203193.009335,1813870651.09204,13300000.0,1.74234369640744,54.3973362331058,994209.699603194,2,2,1,1,2,84,65.0272964856109,Still Active,,0,0,34.2565617500882,43.8689655990485,63.6403721511565,3,1.2,0.0575251571005032,136.381251961807,58.1374314446973,25.9371207916039,0,47.80759559959,32.7461120015041,0.432519978199272,48.0623865592357,0,8.49339862438405,4,22.8377078333921,213.524422037312,East Asia,0,0,2023,2026-02-05
V0846,ArcNeural,Chile,Deeptech / AI,Series C,79,182090079.392171,975867051.590494,13977226.2773251,43.6041905634117,53.1715035401754,668505.589471344,40,2,16,1,4,21,12.4868807086785,Partial Return,56.0,0,0,62.6007871205844,60.3658444105162,67.3595371776231,5,23.7,0.0767599548749831,69.8183625440487,68.0959449928341,11.9655122082848,16,73.4580428603105,34.6056945147374,8.78685980774407,47.6220755886831,0,4.14074860192266,4,41.7338580803896,147.201857361658,Americas,0,2,2021,2024-04-01
V0847,Neo Solar,United Arab Emirates,Energy & Clean Tech,Series A,38,3993865.64323864,31333285.5847839,0.0,8.31365077509484,41.7673490581122,25075.203236021,5,2,29,20,4,12,57.4159112386156,Still Active,,1,0,71.0931049510777,60.121404661059,76.5600756015531,3,9.3,0.0,,39.8188760988922,28.2530182911719,0,76.316328669341,56.7985563192951,726.11355990643,59.0037128817293,0,16.047306506012,2,23.6977016503592,151.341535443836,MENA,0,0,2023,2025-06-06
V0848,Cascade.eco,Singapore,Climate & Sustainability,Pre-IPO,1117,2314369546.68346,12507827394.0271,283353514.942818,12.0945428770585,47.3041292851394,8057656.77592318,10,2,1,2,2,21,19.1041159161271,Successful Exit,62.0,0,0,87.9528866546357,90.4919789254084,94.8871962506359,6,31.4,0.122432269016358,44.1421289464196,71.8065316953854,36.1724748046144,8,90.3052892079594,49.2954499771698,0.0432083113707151,59.9628876614312,0,17.831384222813,6,87.9528866546357,185.347831387439,Southeast Asia,1,3,2020,2023-08-13
V0849,ZenithFarm Inc,United States,Agritech & Food,Series B,241,53414792.238054,243266559.022065,857536.680065235,25.8994317143825,33.6460766337795,355664.272857521,1,2,3,0,3,16,45.687049752613,Still Active,,0,0,67.6785393201612,75.4335652596583,98.1857458868511,12,76.3,0.0160542921564394,283.680645594727,37.545795511665,44.7524428338799,0,75.3275562191397,49.0928729434255,5.61642173319682,58.0744170119089,0,21.9702598995158,3,33.8392696600806,164.537213226425,Americas,0,0,2014,2019-12-05
